claim_id,object_key,property_key,property_value,source_id,timestamp,parent_id,"r806: LTM (0.001,0.8,1,0.4; 0.5,0.5,0.1,0.9,0.1,0.9,500,100,9)",r806_bool
2686393,DJI00974_3.jpg,IsHouse,0,70.82.159.113,"",,0.1591,f
2686394,DJI00976_0.jpg,IsHouse,0,87.48.168.154,"",,0.3864,f
2686395,DJI00976_1.jpg,IsHouse,1,87.48.168.154,"",,0.1591,f
2686396,DJI00976_1.jpg,IsHouse,0,76.65.144.33,"",,0.4773,f
2686398,DJI00977_0.jpg,IsHouse,0,87.48.168.154,"",,0.6136,t
2686399,DJI00977_1.jpg,IsHouse,1,87.48.168.154,"",,0.0455,f
2686400,DJI00977_2.jpg,IsHouse,0,87.48.168.154,"",,0.3636,f
2686401,DJI00977_3.jpg,IsHouse,0,87.48.168.154,"",,0.4545,f
2686402,DJI00975_0.jpg,IsHouse,0,70.82.159.113,"",,0.5455,t
2686403,DJI00974_2.jpg,IsHouse,1,87.48.168.154,"",,0.1364,f
2686404,DJI00975_0.jpg,IsHouse,1,87.48.168.154,"",,0.2955,f
2686405,DJI00975_1.jpg,IsHouse,1,76.65.144.33,"",,0.1364,f
2686406,DJI00975_2.jpg,IsHouse,0,87.48.168.154,"",,0.4545,f
2686408,DJI00975_2.jpg,IsHouse,1,70.82.159.113,"",,0.1591,f
2686409,DJI00975_2.jpg,IsHouse,0,76.65.144.33,"",,0.4545,f
2686410,DJI00976_1.jpg,IsHouse,1,70.82.159.113,"",,0.1591,f
2686411,DJI00976_1.jpg,IsHouse,0,87.48.168.154,"",,0.4773,f
2686412,DJI00976_2.jpg,IsHouse,1,87.48.168.154,"",,0,f
2686413,DJI00977_0.jpg,IsHouse,1,87.48.168.154,"",,0.0909,f
2686414,DJI00977_0.jpg,IsHouse,1,70.82.159.113,"",,0.0909,f
2686415,DJI00977_2.jpg,IsHouse,1,87.48.168.154,"",,0.1591,f
2686417,DJI00976_2.jpg,IsHouse,1,70.82.159.113,"",,0,f
2686418,DJI00976_2.jpg,IsHouse,0,70.82.159.113,"",,0.1364,f
2686419,DJI00977_1.jpg,IsHouse,0,87.48.168.154,"",,0.4773,f
2686420,DJI00977_1.jpg,IsHouse,1,76.65.144.33,"",,0.0455,f
2686421,DJI00978_0.jpg,IsHouse,1,87.48.168.154,"",,0.1136,f
2686422,DJI00978_1.jpg,IsHouse,0,87.48.168.154,"",,0.3636,f
2686423,DJI00978_2.jpg,IsHouse,0,87.48.168.154,"",,0.3182,f
2686424,DJI00978_3.jpg,IsHouse,0,87.48.168.154,"",,0.3182,f
2686425,DJI00979_3.jpg,IsHouse,0,87.48.168.154,"",,0.4091,f
2686426,DJI00978_0.jpg,IsHouse,0,87.48.168.154,"",,0.4091,f
2686427,DJI00979_0.jpg,IsHouse,1,87.48.168.154,"",,0.1364,f
2686428,DJI00979_1.jpg,IsHouse,1,87.48.168.154,"",,0.2045,f
2686429,DJI00979_2.jpg,IsHouse,1,87.48.168.154,"",,0.1818,f
2686430,DJI00980_0.jpg,IsHouse,0,87.48.168.154,"",,0.3636,f
2686431,DJI00980_2.jpg,IsHouse,1,120.148.214.135,"",,0.3182,f
2686432,DJI00981_1.jpg,IsHouse,0,120.148.214.135,"",,0.5909,t
2686433,DJI00978_1.jpg,IsHouse,1,87.48.168.154,"",,0.2045,f
2686434,DJI00978_2.jpg,IsHouse,1,87.48.168.154,"",,0.2273,f
2686436,DJI00979_0.jpg,IsHouse,0,87.48.168.154,"",,0.3636,f
2686437,DJI00979_1.jpg,IsHouse,0,87.48.168.154,"",,0.3182,f
2686438,DJI00979_2.jpg,IsHouse,0,87.48.168.154,"",,0.3636,f
2686439,DJI00979_3.jpg,IsHouse,1,87.48.168.154,"",,0.1818,f
2686440,DJI00980_1.jpg,IsHouse,1,87.48.168.154,"",,0.2045,f
2686441,DJI00980_0.jpg,IsHouse,1,87.48.168.154,"",,0.0455,f
2686442,DJI00980_1.jpg,IsHouse,0,87.48.168.154,"",,0.25,f
2686443,DJI00980_3.jpg,IsHouse,0,120.148.214.135,"",,0.7045,t
2686444,DJI00981_0.jpg,IsHouse,0,99.177.188.134,"",,0.2273,f
2686445,DJI00981_1.jpg,IsHouse,0,99.177.188.134,"",,0.5909,t
2686446,DJI00982_1.jpg,IsHouse,1,99.177.188.134,"",,0.0455,f
2686447,DJI00982_3.jpg,IsHouse,0,99.177.188.134,"",,0.1818,f
2686448,DJI00983_1.jpg,IsHouse,1,99.177.188.134,"",,0.1364,f
2686449,DJI00984_0.jpg,IsHouse,0,99.177.188.134,"",,0.1818,f
2686450,DJI00975_1.jpg,IsHouse,0,120.148.214.135,"",,0.7955,t
2686451,DJI00981_0.jpg,IsHouse,1,120.148.214.135,"",,0.5227,t
2686452,DJI00974_1.jpg,IsHouse,1,99.177.188.134,"",,0,f
2686453,DJI00980_3.jpg,IsHouse,0,99.177.188.134,"",,0.7045,t
2686454,DJI00981_1.jpg,IsHouse,1,99.177.188.134,"",,0.0909,f
2686455,DJI00981_2.jpg,IsHouse,0,99.177.188.134,"",,0.4318,f
2686456,DJI00981_3.jpg,IsHouse,0,99.177.188.134,"",,0.2955,f
2686457,DJI00982_0.jpg,IsHouse,0,99.177.188.134,"",,0.3182,f
2686458,DJI00982_2.jpg,IsHouse,1,99.177.188.134,"",,0.0909,f
2686459,DJI00974_0.jpg,IsHouse,1,99.177.188.134,"",,0.0682,f
2686461,DJI00981_0.jpg,IsHouse,1,99.177.188.134,"",,0.5227,t
2686462,DJI00981_2.jpg,IsHouse,1,99.177.188.134,"",,0.2045,f
2686464,DJI00982_0.jpg,IsHouse,1,99.177.188.134,"",,0.2273,f
2686465,DJI00980_2.jpg,IsHouse,1,99.177.188.134,"",,0.3182,f
2686466,DJI00983_0.jpg,IsHouse,1,99.177.188.134,"",,0.8636,t
2686467,DJI00983_3.jpg,IsHouse,0,99.177.188.134,"",,0.1364,f
2686468,DJI00985_1.jpg,IsHouse,1,99.177.188.134,"",,0,f
2686469,DJI00986_0.jpg,IsHouse,0,99.177.188.134,"",,0.0455,f
2686470,DJI00986_2.jpg,IsHouse,1,99.177.188.134,"",,0,f
2686471,DJI00987_2.jpg,IsHouse,1,99.177.188.134,"",,0,f
2686472,DJI00982_2.jpg,IsHouse,1,173.57.40.163,"",,0.0909,f
2686473,DJI00983_2.jpg,IsHouse,1,99.177.188.134,"",,0.0682,f
2686474,DJI00984_1.jpg,IsHouse,1,99.177.188.134,"",,0.0227,f
2686475,DJI00984_3.jpg,IsHouse,0,99.177.188.134,"",,0.0682,f
2686476,DJI00985_0.jpg,IsHouse,1,99.177.188.134,"",,1,t
2686477,DJI00985_2.jpg,IsHouse,1,99.177.188.134,"",,0.0455,f
2686478,DJI00987_0.jpg,IsHouse,1,99.177.188.134,"",,0,f
2686479,DJI00984_2.jpg,IsHouse,1,99.177.188.134,"",,0.0227,f
2686480,DJI00985_3.jpg,IsHouse,0,99.177.188.134,"",,0.0455,f
2686481,DJI00986_1.jpg,IsHouse,1,99.177.188.134,"",,0.0455,f
2686482,DJI00986_3.jpg,IsHouse,1,99.177.188.134,"",,0,f
2686483,DJI00987_1.jpg,IsHouse,0,99.177.188.134,"",,0.0682,f
2686484,DJI00987_3.jpg,IsHouse,1,99.177.188.134,"",,0,f
2686485,DJI00982_1.jpg,IsHouse,1,173.57.40.163,"",,0.0455,f
2686486,DJI00983_2.jpg,IsHouse,1,173.57.40.163,"",,0.0682,f
2686487,DJI00984_0.jpg,IsHouse,0,173.57.40.163,"",,0.1818,f
2686488,DJI00988_0.jpg,IsHouse,1,99.177.188.134,"",,0.0455,f
2686489,DJI00982_3.jpg,IsHouse,0,173.57.40.163,"",,0.1818,f
2686490,DJI00984_3.jpg,IsHouse,0,71.231.70.41,"",,0.0682,f
2686491,DJI00985_1.jpg,IsHouse,1,71.231.70.41,"",,0,f
2686492,DJI00986_0.jpg,IsHouse,0,71.231.70.41,"",,0.0455,f
2686493,DJI00986_1.jpg,IsHouse,1,71.231.70.41,"",,0.0455,f
2686494,DJI00986_2.jpg,IsHouse,1,71.231.70.41,"",,0,f
2686495,DJI00983_0.jpg,IsHouse,0,173.57.40.163,"",,0.5909,t
2686496,DJI00983_1.jpg,IsHouse,1,173.57.40.163,"",,0.1364,f
2686497,DJI00983_3.jpg,IsHouse,0,173.57.40.163,"",,0.1364,f
2686498,DJI00984_1.jpg,IsHouse,1,173.57.40.163,"",,0.0227,f
2686499,DJI00984_2.jpg,IsHouse,1,71.231.70.41,"",,0.0227,f
2686500,DJI00985_0.jpg,IsHouse,0,71.231.70.41,"",,0.2045,f
2686501,DJI00985_2.jpg,IsHouse,1,71.231.70.41,"",,0.0455,f
2686502,DJI00985_3.jpg,IsHouse,0,71.231.70.41,"",,0.0455,f
2686503,DJI00987_1.jpg,IsHouse,0,71.231.70.41,"",,0.0682,f
2686504,DJI00986_3.jpg,IsHouse,1,71.231.70.41,"",,0,f
2686505,DJI00987_0.jpg,IsHouse,1,71.231.70.41,"",,0,f
2686506,DJI00987_2.jpg,IsHouse,1,71.231.70.41,"",,0,f
2686507,DJI00988_1.jpg,IsHouse,1,71.231.70.41,"",,0,f
2686508,DJI00988_3.jpg,IsHouse,0,71.231.70.41,"",,0.0227,f
2686509,DJI00989_0.jpg,IsHouse,1,71.231.70.41,"",,0,f
2686510,DJI00989_3.jpg,IsHouse,0,71.231.70.41,"",,0,f
2686511,DJI00987_3.jpg,IsHouse,1,71.231.70.41,"",,0,f
2686512,DJI00989_2.jpg,IsHouse,1,71.231.70.41,"",,0,f
2686513,DJI00990_0.jpg,IsHouse,1,71.231.70.41,"",,0.0227,f
2686514,DJI00990_3.jpg,IsHouse,0,71.231.70.41,"",,0.0227,f
2686515,DJI00991_1.jpg,IsHouse,1,71.231.70.41,"",,0,f
2686516,DJI00991_2.jpg,IsHouse,1,71.231.70.41,"",,0,f
2686517,DJI00992_0.jpg,IsHouse,1,71.231.70.41,"",,0,f
2686518,DJI00992_1.jpg,IsHouse,1,71.231.70.41,"",,0,f
2686519,DJI00988_0.jpg,IsHouse,1,71.231.70.41,"",,0.0455,f
2686520,DJI00988_2.jpg,IsHouse,1,71.231.70.41,"",,0,f
2686521,DJI00989_1.jpg,IsHouse,1,71.231.70.41,"",,0,f
2686522,DJI00990_2.jpg,IsHouse,1,71.231.70.41,"",,0,f
2686523,DJI00991_0.jpg,IsHouse,1,71.231.70.41,"",,0,f
2686524,DJI00991_3.jpg,IsHouse,0,71.231.70.41,"",,0,f
2686525,DJI00990_1.jpg,IsHouse,1,71.231.70.41,"",,0,f
2686526,DJI00988_2.jpg,IsHouse,1,154.20.235.83,"",,0,f
2686527,DJI00989_0.jpg,IsHouse,1,154.20.235.83,"",,0,f
2686528,DJI00989_3.jpg,IsHouse,0,154.20.235.83,"",,0,f
2686529,DJI00990_3.jpg,IsHouse,0,154.20.235.83,"",,0.0227,f
2686530,DJI00991_1.jpg,IsHouse,1,154.20.235.83,"",,0,f
2686531,DJI00991_3.jpg,IsHouse,0,154.20.235.83,"",,0,f
2686532,DJI00992_2.jpg,IsHouse,1,71.231.70.41,"",,0,f
2686533,DJI00989_1.jpg,IsHouse,1,154.20.235.83,"",,0,f
2686534,DJI00990_0.jpg,IsHouse,1,154.20.235.83,"",,0.0227,f
2686535,DJI00990_2.jpg,IsHouse,1,154.20.235.83,"",,0,f
2686536,DJI00992_0.jpg,IsHouse,1,154.20.235.83,"",,0,f
2686537,DJI00993_0.jpg,IsHouse,1,154.20.235.83,"",,0.3182,f
2686538,DJI00988_1.jpg,IsHouse,1,154.20.235.83,"",,0,f
2686539,DJI00988_3.jpg,IsHouse,0,154.20.235.83,"",,0.0227,f
2686540,DJI00989_2.jpg,IsHouse,1,154.20.235.83,"",,0,f
2686541,DJI00990_1.jpg,IsHouse,1,154.20.235.83,"",,0,f
2686542,DJI00991_0.jpg,IsHouse,1,154.20.235.83,"",,0,f
2686543,DJI00991_2.jpg,IsHouse,1,154.20.235.83,"",,0,f
2686544,DJI00992_1.jpg,IsHouse,1,154.20.235.83,"",,0,f
2686545,DJI00992_3.jpg,IsHouse,0,154.20.235.83,"",,0.0227,f
2686546,DJI00992_2.jpg,IsHouse,1,154.20.235.83,"",,0,f
2686547,DJI00993_2.jpg,IsHouse,1,154.20.235.83,"",,0.2045,f
2686548,DJI00994_1.jpg,IsHouse,1,154.20.235.83,"",,0,f
2686549,DJI00994_3.jpg,IsHouse,0,154.20.235.83,"",,0.3864,f
2686550,DJI00996_0.jpg,IsHouse,0,154.20.235.83,"",,0.0227,f
2686551,DJI00996_2.jpg,IsHouse,1,154.20.235.83,"",,0.3409,f
2686552,DJI00997_3.jpg,IsHouse,0,154.20.235.83,"",,0.0227,f
2686553,DJI00998_1.jpg,IsHouse,1,154.20.235.83,"",,0.0455,f
2686554,DJI00998_2.jpg,IsHouse,1,154.20.235.83,"",,0,f
2686555,DJI00999_1.jpg,IsHouse,0,154.20.235.83,"",,0,f
2686556,DJI00993_1.jpg,IsHouse,0,154.20.235.83,"",,0.1136,f
2686557,DJI00994_0.jpg,IsHouse,1,154.20.235.83,"",,0,f
2686558,DJI00994_2.jpg,IsHouse,1,154.20.235.83,"",,0,f
2686559,DJI00995_1.jpg,IsHouse,1,154.20.235.83,"",,0.0455,f
2686560,DJI00995_3.jpg,IsHouse,1,154.20.235.83,"",,0.0455,f
2686561,DJI00997_0.jpg,IsHouse,1,154.20.235.83,"",,0.1818,f
2686562,DJI00998_0.jpg,IsHouse,0,154.20.235.83,"",,0.0455,f
2686563,DJI00999_0.jpg,IsHouse,0,154.20.235.83,"",,0.0682,f
2686564,DJI00993_3.jpg,IsHouse,0,154.20.235.83,"",,0.1136,f
2686565,DJI00995_0.jpg,IsHouse,1,154.20.235.83,"",,0,f
2686566,DJI00995_2.jpg,IsHouse,0,154.20.235.83,"",,0.0227,f
2686567,DJI00996_1.jpg,IsHouse,1,154.20.235.83,"",,0.0227,f
2686568,DJI00996_3.jpg,IsHouse,0,154.20.235.83,"",,0.0682,f
2686569,DJI00997_1.jpg,IsHouse,0,154.20.235.83,"",,0,f
2686570,DJI00997_2.jpg,IsHouse,1,154.20.235.83,"",,0,f
2686571,DJI00998_3.jpg,IsHouse,1,154.20.235.83,"",,0,f
2686572,DJI00999_2.jpg,IsHouse,1,154.20.235.83,"",,0,f
2686573,DJI00999_3.jpg,IsHouse,1,154.20.235.83,"",,0.0227,f
2686574,DJI01001_2.jpg,IsHouse,1,154.20.235.83,"",,0,f
2686575,DJI01002_0.jpg,IsHouse,1,154.20.235.83,"",,0.0227,f
2686576,DJI01002_2.jpg,IsHouse,1,154.20.235.83,"",,0,f
2686577,DJI00992_3.jpg,IsHouse,0,174.91.39.123,"",,0.0227,f
2686578,DJI00993_1.jpg,IsHouse,0,174.91.39.123,"",,0.1136,f
2686579,DJI01000_0.jpg,IsHouse,1,154.20.235.83,"",,0.0227,f
2686580,DJI01000_2.jpg,IsHouse,1,154.20.235.83,"",,0,f
2686581,DJI01001_1.jpg,IsHouse,0,154.20.235.83,"",,0,f
2686582,DJI01002_1.jpg,IsHouse,1,154.20.235.83,"",,0.2045,f
2686583,DJI01002_3.jpg,IsHouse,1,154.20.235.83,"",,0,f
2686584,DJI00993_0.jpg,IsHouse,0,174.91.39.123,"",,0.9318,t
2686585,DJI00993_2.jpg,IsHouse,0,174.91.39.123,"",,0.8182,t
2686586,DJI00993_3.jpg,IsHouse,0,174.91.39.123,"",,0.1136,f
2686587,DJI01000_1.jpg,IsHouse,1,154.20.235.83,"",,0,f
2686588,DJI01000_3.jpg,IsHouse,1,154.20.235.83,"",,0,f
2686589,DJI01001_0.jpg,IsHouse,1,154.20.235.83,"",,0.25,f
2686590,DJI01001_3.jpg,IsHouse,1,154.20.235.83,"",,0.0227,f
2686591,DJI00994_2.jpg,IsHouse,1,174.91.39.123,"",,0,f
2686592,DJI00995_2.jpg,IsHouse,0,174.91.39.123,"",,0.0227,f
2686593,DJI00996_0.jpg,IsHouse,0,174.91.39.123,"",,0.0227,f
2686594,DJI00996_3.jpg,IsHouse,0,174.91.39.123,"",,0.0682,f
2686595,DJI00997_1.jpg,IsHouse,0,174.91.39.123,"",,0,f
2686596,DJI00994_0.jpg,IsHouse,1,174.91.39.123,"",,0,f
2686597,DJI00994_3.jpg,IsHouse,1,174.91.39.123,"",,0.6818,t
2686598,DJI00995_0.jpg,IsHouse,1,174.91.39.123,"",,0,f
2686599,DJI00995_1.jpg,IsHouse,1,174.91.39.123,"",,0.0455,f
2686600,DJI00996_1.jpg,IsHouse,1,174.91.39.123,"",,0.0227,f
2686601,DJI00997_0.jpg,IsHouse,0,174.91.39.123,"",,0.8409,t
2686602,DJI00997_3.jpg,IsHouse,0,174.91.39.123,"",,0.0227,f
2686603,DJI00994_1.jpg,IsHouse,1,174.91.39.123,"",,0,f
2686604,DJI00995_3.jpg,IsHouse,1,174.91.39.123,"",,0.0455,f
2686605,DJI00996_2.jpg,IsHouse,0,174.91.39.123,"",,0.8409,t
2686606,DJI00997_2.jpg,IsHouse,1,174.91.39.123,"",,0,f
2686607,DJI00998_0.jpg,IsHouse,0,174.91.39.123,"",,0.0455,f
2686608,DJI00998_2.jpg,IsHouse,1,174.91.39.123,"",,0,f
2686609,DJI00999_0.jpg,IsHouse,0,174.91.39.123,"",,0.0682,f
2686610,DJI00999_2.jpg,IsHouse,1,174.91.39.123,"",,0,f
2686611,DJI00998_1.jpg,IsHouse,1,174.91.39.123,"",,0.0455,f
2686612,DJI00998_3.jpg,IsHouse,1,174.91.39.123,"",,0,f
2686613,DJI00999_1.jpg,IsHouse,0,174.91.39.123,"",,0,f
2686614,DJI00999_3.jpg,IsHouse,1,174.91.39.123,"",,0.0227,f
2686615,DJI01000_1.jpg,IsHouse,1,174.91.39.123,"",,0,f
2686616,DJI01000_3.jpg,IsHouse,1,174.91.39.123,"",,0,f
2686617,DJI01001_1.jpg,IsHouse,0,174.91.39.123,"",,0,f
2686618,DJI01000_0.jpg,IsHouse,1,174.91.39.123,"",,0.0227,f
2686619,DJI01001_3.jpg,IsHouse,1,174.91.39.123,"",,0.0227,f
2686620,DJI01002_2.jpg,IsHouse,1,174.91.39.123,"",,0,f
2686621,DJI01003_0.jpg,IsHouse,0,174.91.39.123,"",,0.1136,f
2686622,DJI01003_2.jpg,IsHouse,1,115.111.94.34,"",,0.0909,f
2686623,DJI01006_0.jpg,IsHouse,0,128.250.61.174,"",,1,t
2686624,DJI01004_2.jpg,IsHouse,0,154.120.118.112,"",,0.0227,f
2686625,DJI01005_1.jpg,IsHouse,0,154.120.118.112,"",,0.5909,t
2686626,DJI01007_3.jpg,IsHouse,0,154.120.118.112,"",,0.25,f
2686627,DJI01000_2.jpg,IsHouse,1,174.91.39.123,"",,0,f
2686628,DJI01001_0.jpg,IsHouse,0,174.91.39.123,"",,0.8864,t
2686629,DJI01002_0.jpg,IsHouse,1,174.91.39.123,"",,0.0227,f
2686630,DJI00974_0.jpg,IsHouse,1,115.111.94.34,"",,0.0682,f
2686631,DJI00974_1.jpg,IsHouse,1,115.111.94.34,"",,0,f
2686632,DJI01003_1.jpg,IsHouse,1,115.111.94.34,"",,0.1136,f
2686633,DJI01003_2.jpg,IsHouse,0,115.111.94.34,"",,0.3636,f
2686634,DJI01003_3.jpg,IsHouse,0,115.111.94.34,"",,0.0909,f
2686635,DJI01004_0.jpg,IsHouse,0,115.111.94.34,"",,0.1818,f
2686636,DJI01004_1.jpg,IsHouse,0,115.111.94.34,"",,0.2045,f
2686637,DJI01001_2.jpg,IsHouse,1,174.91.39.123,"",,0,f
2686638,DJI01002_1.jpg,IsHouse,0,174.91.39.123,"",,0.9091,t
2686639,DJI01002_3.jpg,IsHouse,1,174.91.39.123,"",,0,f
2686640,DJI01003_1.jpg,IsHouse,1,174.91.39.123,"",,0.1136,f
2686641,DJI01003_1.jpg,IsHouse,0,115.111.94.34,"",,0.4091,f
2686643,DJI01004_0.jpg,IsHouse,1,115.111.94.34,"",,0.0909,f
2686645,DJI01003_0.jpg,IsHouse,1,128.250.61.174,"",,0.9773,t
2686646,DJI01004_3.jpg,IsHouse,0,128.250.61.174,"",,0.5455,t
2686647,DJI01004_2.jpg,IsHouse,1,128.250.61.174,"",,0.9318,t
2686648,DJI01005_0.jpg,IsHouse,1,128.250.61.174,"",,0.6364,t
2686649,DJI01005_2.jpg,IsHouse,0,128.250.61.174,"",,0.9773,t
2686650,DJI01006_1.jpg,IsHouse,0,128.250.61.174,"",,0.6364,t
2686651,DJI01005_3.jpg,IsHouse,0,154.120.118.112,"",,0.6591,t
2686652,DJI01006_2.jpg,IsHouse,1,154.120.118.112,"",,0.0909,f
2686653,DJI01007_1.jpg,IsHouse,0,154.120.118.112,"",,0.1818,f
2686654,DJI01007_2.jpg,IsHouse,1,154.120.118.112,"",,0.0682,f
2686655,DJI01008_1.jpg,IsHouse,0,154.120.118.112,"",,0.2955,f
2686656,DJI01005_1.jpg,IsHouse,0,128.250.61.174,"",,0.5909,t
2686657,DJI01005_3.jpg,IsHouse,0,128.250.61.174,"",,0.6591,t
2686658,DJI01004_3.jpg,IsHouse,0,154.120.118.112,"",,0.5455,t
2686659,DJI01005_0.jpg,IsHouse,1,154.120.118.112,"",,0.6364,t
2686660,DJI01005_2.jpg,IsHouse,1,154.120.118.112,"",,0,f
2686661,DJI01006_0.jpg,IsHouse,1,154.120.118.112,"",,0.0455,f
2686662,DJI01006_1.jpg,IsHouse,0,154.120.118.112,"",,0.6364,t
2686663,DJI01006_3.jpg,IsHouse,0,154.120.118.112,"",,0.1136,f
2686664,DJI01007_0.jpg,IsHouse,1,154.120.118.112,"",,0.0909,f
2686665,DJI01008_3.jpg,IsHouse,0,154.120.118.112,"",,0.2727,f
2686666,DJI01009_2.jpg,IsHouse,1,154.120.118.112,"",,0.0682,f
2686667,DJI01008_0.jpg,IsHouse,1,154.120.118.112,"",,0.1136,f
2686668,DJI01008_2.jpg,IsHouse,1,154.120.118.112,"",,0.1136,f
2686669,DJI01009_1.jpg,IsHouse,0,154.120.118.112,"",,0.1364,f
2686670,DJI01009_3.jpg,IsHouse,1,154.120.118.112,"",,0.4091,f
2686671,DJI01009_0.jpg,IsHouse,1,154.120.118.112,"",,0.0909,f
2686672,DJI01006_2.jpg,IsHouse,1,95.144.193.104,"",,0.0909,f
2686673,DJI01007_1.jpg,IsHouse,0,95.144.193.104,"",,0.1818,f
2686674,DJI01007_2.jpg,IsHouse,1,95.144.193.104,"",,0.0682,f
2686675,DJI01007_3.jpg,IsHouse,0,95.144.193.104,"",,0.25,f
2686676,DJI01008_0.jpg,IsHouse,1,95.144.193.104,"",,0.1136,f
2686677,DJI01008_1.jpg,IsHouse,0,95.144.193.104,"",,0.2955,f
2686678,DJI01008_2.jpg,IsHouse,1,95.144.193.104,"",,0.1136,f
2686679,DJI01009_0.jpg,IsHouse,1,95.144.193.104,"",,0.0909,f
2686680,DJI01006_3.jpg,IsHouse,0,95.144.193.104,"",,0.1136,f
2686681,DJI01007_0.jpg,IsHouse,1,95.144.193.104,"",,0.0909,f
2686682,DJI01008_3.jpg,IsHouse,0,95.144.193.104,"",,0.2727,f
2686683,DJI01009_1.jpg,IsHouse,0,95.144.193.104,"",,0.1364,f
2686684,DJI01009_2.jpg,IsHouse,1,95.144.193.104,"",,0.0682,f
2686685,DJI01009_3.jpg,IsHouse,0,95.144.193.104,"",,0.8636,t
2686686,DJI01010_0.jpg,IsHouse,1,95.144.193.104,"",,0.0455,f
2686687,DJI01010_3.jpg,IsHouse,1,95.144.193.104,"",,0.0682,f
2686688,DJI01010_1.jpg,IsHouse,0,95.144.193.104,"",,0.2045,f
2686689,DJI01010_2.jpg,IsHouse,1,95.144.193.104,"",,0.0909,f
2686690,DJI01011_0.jpg,IsHouse,1,95.144.193.104,"",,0.0909,f
2686691,DJI01011_1.jpg,IsHouse,0,95.144.193.104,"",,0.2955,f
2686692,DJI01011_2.jpg,IsHouse,1,95.144.193.104,"",,0.0455,f
2686693,DJI01012_0.jpg,IsHouse,1,95.144.193.104,"",,0.8864,t
2686694,DJI01012_1.jpg,IsHouse,0,95.144.193.104,"",,0.1364,f
2686695,DJI00839_2.jpg,IsHouse,0,109.147.111.49,"",,0.6136,t
2686696,DJI01011_3.jpg,IsHouse,1,95.144.193.104,"",,0.1136,f
2686697,DJI00839_1.jpg,IsHouse,1,109.147.111.49,"",,0.5455,t
2686698,DJI00839_3.jpg,IsHouse,1,109.147.111.49,"",,0.6818,t
2686699,DJI00840_2.jpg,IsHouse,0,109.147.111.49,"",,0.5455,t
2686700,DJI00841_2.jpg,IsHouse,0,109.147.111.49,"",,0.6818,t
2686701,DJI00842_0.jpg,IsHouse,1,109.147.111.49,"",,0.6364,t
2686702,DJI00842_1.jpg,IsHouse,1,109.147.111.49,"",,0.7273,t
2686703,DJI01013_0.jpg,IsHouse,1,95.144.193.104,"",,0.2045,f
2686704,DJI00840_0.jpg,IsHouse,1,109.147.111.49,"",,0.5682,t
2686705,DJI00840_1.jpg,IsHouse,1,109.147.111.49,"",,0.7727,t
2686706,DJI00841_0.jpg,IsHouse,1,109.147.111.49,"",,0.8182,t
2686707,DJI01012_2.jpg,IsHouse,1,95.144.193.104,"",,0,f
2686708,DJI00842_2.jpg,IsHouse,0,109.147.111.49,"",,0.3409,f
2686709,DJI00843_0.jpg,IsHouse,0,109.147.111.49,"",,0.7273,t
2686710,DJI01013_2.jpg,IsHouse,1,95.144.193.104,"",,0.75,t
2686711,DJI00845_0.jpg,IsHouse,0,109.147.111.49,"",,1,t
2686712,DJI00845_2.jpg,IsHouse,0,109.147.111.49,"",,1,t
2686713,DJI00846_1.jpg,IsHouse,0,109.147.111.49,"",,1,t
2686714,DJI00846_3.jpg,IsHouse,0,109.147.111.49,"",,0.8182,t
2686715,DJI00840_3.jpg,IsHouse,1,109.147.111.49,"",,0.75,t
2686716,DJI00841_1.jpg,IsHouse,1,109.147.111.49,"",,0.5909,t
2686717,DJI00841_3.jpg,IsHouse,1,109.147.111.49,"",,0.6364,t
2686718,DJI01012_3.jpg,IsHouse,0,95.144.193.104,"",,0.0682,f
2686719,DJI00842_3.jpg,IsHouse,1,109.147.111.49,"",,0.6364,t
2686720,DJI01013_1.jpg,IsHouse,0,95.144.193.104,"",,0.4545,f
2686721,DJI00843_1.jpg,IsHouse,1,109.147.111.49,"",,0.6591,t
2686722,DJI00843_2.jpg,IsHouse,0,109.147.111.49,"",,0.4773,f
2686723,DJI00843_3.jpg,IsHouse,0,109.147.111.49,"",,0.6591,t
2686724,DJI00844_0.jpg,IsHouse,0,109.147.111.49,"",,0.4545,f
2686725,DJI00844_1.jpg,IsHouse,0,109.147.111.49,"",,0.9773,t
2686726,DJI00845_3.jpg,IsHouse,0,109.147.111.49,"",,0.7727,t
2686727,DJI00846_2.jpg,IsHouse,0,109.147.111.49,"",,0.2727,f
2686728,DJI00847_1.jpg,IsHouse,0,109.147.111.49,"",,0.9091,t
2686729,DJI00847_3.jpg,IsHouse,0,109.147.111.49,"",,0.9545,t
2686730,DJI00848_2.jpg,IsHouse,0,109.147.111.49,"",,0.7955,t
2686731,DJI00849_0.jpg,IsHouse,0,109.147.111.49,"",,1,t
2686732,DJI00850_0.jpg,IsHouse,1,109.147.111.49,"",,0.2045,f
2686733,DJI00850_2.jpg,IsHouse,0,109.147.111.49,"",,0.8636,t
2686734,DJI00851_0.jpg,IsHouse,1,109.147.111.49,"",,0.3409,f
2686735,DJI00852_0.jpg,IsHouse,1,109.147.111.49,"",,0.0909,f
2686736,DJI00852_3.jpg,IsHouse,0,109.147.111.49,"",,0.6136,t
2686737,DJI00853_1.jpg,IsHouse,1,109.147.111.49,"",,0.0909,f
